Sr,STYLE,SEASON,CATEGORY,COLOUR,SKU,SIZE,QTY
6971,37504G,FW25,DRESS,BLACK,10482910,XXS,0
6972,37504G,FW25,DRESS,BLACK,10482911,XS,0
6973,37504G,FW25,DRESS,BLACK,10482912,S,0
6974,37504G,FW25,DRESS,BLACK,10482913,M,0
6975,37504G,FW25,DRESS,BLACK,10482914,L,0
6976,37504G,FW25,DRESS,BLACK,10482915,XL,0
6977,37504G,FW25,DRESS,BLACK,10482916,2XL,0
6978,37504G,FW25,DRESS,BLACK,10482917,3XL,0
6979,37504G,FW25,DRESS,BROWN,10482920,XXS,0
6980,37504G,FW25,DRESS,BROWN,10482921,XS,0
6981,37504G,FW25,DRESS,BROWN,10482922,S,0
6982,37504G,FW25,DRESS,BROWN,10482923,M,0
6983,37504G,FW25,DRESS,BROWN,10482924,L,0
6984,37504G,FW25,DRESS,BROWN,10482925,XL,0
6985,37504G,FW25,DRESS,BROWN,10482926,2XL,0
6986,37504G,FW25,DRESS,BROWN,10482927,3XL,0
6987,37628G,FW25,BLOUSE,MILITARY/BLACK,10498370,O/S,0
6988,A1257192,FW25,JACKET,BROWN,10499240,XXS,0
6989,A1257192,FW25,JACKET,BROWN,10499241,XS,0
6990,A1257192,FW25,JACKET,BROWN,10499242,S,1
6991,A1257192,FW25,JACKET,BROWN,10499243,M,0
6992,A1257192,FW25,JACKET,BROWN,10499244,L,0
6993,A1257192,FW25,JACKET,BROWN,10499245,XL,0
6994,A1257192,FW25,JACKET,BROWN,10499246,2XL,0
6995,A1257192,FW25,JACKET,BROWN,10499247,3XL,0
6996,A1257192,FW25,JACKET,CREAM,10499250,XXS,0
6997,A1257192,FW25,JACKET,CREAM,10499251,XS,0
6998,A1257192,FW25,JACKET,CREAM,10499252,S,0
6999,A1257192,FW25,JACKET,CREAM,10499253,M,0
7000,A1257192,FW25,JACKET,CREAM,10499254,L,0
7001,A1257192,FW25,JACKET,CREAM,10499255,XL,0
7002,A1257192,FW25,JACKET,CREAM,10499256,2XL,0
7003,A1257192,FW25,JACKET,CREAM,10499257,3XL,0
7004,A50619MO,FW25,DRESS,GREEN,10492460,XXS,0
7005,A50619MO,FW25,DRESS,GREEN,10492461,XS,0
7006,A50619MO,FW25,DRESS,GREEN,10492462,S,0
7007,A50619MO,FW25,DRESS,GREEN,10492463,M,0
7008,A50619MO,FW25,DRESS,GREEN,10492464,L,0
7009,A50619MO,FW25,DRESS,GREEN,10492465,XL,0
7010,A50619MO,FW25,DRESS,GREEN,10492466,2XL,0
7011,A50619MO,FW25,DRESS,GREEN,10492467,3XL,0
7012,AI256043,FW25,SKIRT,BROWN,10498210,XXS,0
7013,AI256043,FW25,SKIRT,BROWN,10498211,XS,0
7014,AI256043,FW25,SKIRT,BROWN,10498212,S,0
7015,AI256043,FW25,SKIRT,BROWN,10498213,M,0
7016,AI256043,FW25,SKIRT,BROWN,10498214,L,0
7017,AI256043,FW25,SKIRT,BROWN,10498215,XL,0
7018,AI256043,FW25,SKIRT,BROWN,10498216,2XL,0
7019,AI256043,FW25,SKIRT,BROWN,10498217,3XL,0
7020,ALIDA,FW25,PANTS,BLUE,10441150,XXS,0
7021,ALIDA,FW25,PANTS,BLUE,10441151,XS,0
7022,ALIDA,FW25,PANTS,BLUE,10441152,S,1
7023,ALIDA,FW25,PANTS,BLUE,10441153,M,1
7024,ALIDA,FW25,PANTS,BLUE,10441154,L,0
7025,ALIDA,FW25,PANTS,BLUE,10441155,XL,0
7026,ALIDA,FW25,PANTS,BLUE,10441156,2XL,0
7027,ALIDA,FW25,PANTS,BLUE,10441157,3XL,0
7028,AN6853,FW25,DRESS,BLACK,10500970,XXS,0
7029,AN6853,FW25,DRESS,BLACK,10500971,XS,0
7030,AN6853,FW25,DRESS,BLACK,10500972,S,0
7031,AN6853,FW25,DRESS,BLACK,10500973,M,0
7032,AN6853,FW25,DRESS,BLACK,10500974,L,0
7033,AN6853,FW25,DRESS,BLACK,10500975,XL,0
7034,AN6853,FW25,DRESS,BLACK,10500976,2XL,0
7035,AN6853,FW25,DRESS,BLACK,10500977,3XL,0
7036,BARANTE,FW25,JACKET,CAMEL,10441560,XXS,0
7037,BARANTE,FW25,JACKET,CAMEL,10441561,XS,0
7038,BARANTE,FW25,JACKET,CAMEL,10441562,S,0
7039,BARANTE,FW25,JACKET,CAMEL,10441563,M,0
7040,BARANTE,FW25,JACKET,CAMEL,10441564,L,0
7041,BARANTE,FW25,JACKET,CAMEL,10441565,XL,0
7042,BARANTE,FW25,JACKET,CAMEL,10441566,2XL,0
7043,BARANTE,FW25,JACKET,CAMEL,10441567,3XL,0
7044,C30058MO,FW25,BLOUSE,BLACK,10441360,XXS,0
7045,C30058MO,FW25,BLOUSE,BLACK,10441361,XS,0
7046,C30058MO,FW25,BLOUSE,BLACK,10441362,S,0
7047,C30058MO,FW25,BLOUSE,BLACK,10441363,M,0
7048,C30058MO,FW25,BLOUSE,BLACK,10441364,L,0
7049,C30058MO,FW25,BLOUSE,BLACK,10441365,XL,0
7050,C30058MO,FW25,BLOUSE,BLACK,10441366,2XL,0
7051,C30058MO,FW25,BLOUSE,BLACK,10441367,3XL,0
7052,C50157MO,FW25,BLOUSE,CAMEL,10462300,XXS,0
7053,C50157MO,FW25,BLOUSE,CAMEL,10462301,XS,0
7054,C50157MO,FW25,BLOUSE,CAMEL,10462302,S,0
7055,C50157MO,FW25,BLOUSE,CAMEL,10462303,M,0
7056,C50157MO,FW25,BLOUSE,CAMEL,10462304,L,0
7057,C50157MO,FW25,BLOUSE,CAMEL,10462305,XL,0
7058,C50157MO,FW25,BLOUSE,CAMEL,10462306,2XL,0
7059,C50157MO,FW25,BLOUSE,CAMEL,10462307,3XL,0
7060,C50157MO,FW25,BLOUSE,WHITE,10437940,XXS,0
7061,C50157MO,FW25,BLOUSE,WHITE,10437941,XS,0
7062,C50157MO,FW25,BLOUSE,WHITE,10437942,S,0
7063,C50157MO,FW25,BLOUSE,WHITE,10437943,M,0
7064,C50157MO,FW25,BLOUSE,WHITE,10437944,L,0
7065,C50157MO,FW25,BLOUSE,WHITE,10437945,XL,0
7066,C50157MO,FW25,BLOUSE,WHITE,10437946,2XL,0
7067,C50157MO,FW25,BLOUSE,WHITE,10437947,3XL,0
7068,C50292MO,FW25,BLOUSE,BLACK,10477660,O/S,0
7069,C50292MO,FW25,BLOUSE,CREAM,10477650,O/S,1
7070,C5977,FW25,BLOUSE,BLUE,10499290,XXS,0
7071,C5977,FW25,BLOUSE,BLUE,10499291,XS,0
7072,C5977,FW25,BLOUSE,BLUE,10499292,S,2
7073,C5977,FW25,BLOUSE,BLUE,10499293,M,0
7074,C5977,FW25,BLOUSE,BLUE,10499294,L,0
7075,C5977,FW25,BLOUSE,BLUE,10499295,XL,0
7076,C5977,FW25,BLOUSE,BLUE,10499296,2XL,0
7077,C5977,FW25,BLOUSE,BLUE,10499297,3XL,0
7078,C5977,FW25,BLOUSE,WHITE,10499300,XXS,0
7079,C5977,FW25,BLOUSE,WHITE,10499301,XS,0
7080,C5977,FW25,BLOUSE,WHITE,10499302,S,0
7081,C5977,FW25,BLOUSE,WHITE,10499303,M,0
7082,C5977,FW25,BLOUSE,WHITE,10499304,L,0
7083,C5977,FW25,BLOUSE,WHITE,10499305,XL,0
7084,C5977,FW25,BLOUSE,WHITE,10499306,2XL,0
7085,C5977,FW25,BLOUSE,WHITE,10499307,3XL,0
7086,D78759,FW25,SWEATER,BLACK,10494970,O/S,0
7087,D78759,FW25,SWEATER,BORDEAUX,10494960,O/S,0
7088,D78759,FW25,SWEATER,GREY,10494950,O/S,0
7089,D78764,FW25,PANTS,BROWN,10482720,O/S,0
7090,D78764,FW25,PANTS,GREY,10482730,O/S,0
7091,D78927,FW25,SWEATER,BROWN/ECRU,10492400,O/S,1
7092,D80552,FW25,TOP,BLACK,10475620,O/S,0
7093,D80552,FW25,TOP,BROWN,10475630,O/S,0
7094,D80552,FW25,TOP,BURGUNDY,10475670,O/S,2
7095,D80552,FW25,TOP,CREAM,10473560,O/S,0
7096,D80654,FW25,SWEATER,BEIGE,10473680,O/S,0
7097,D80654,FW25,SWEATER,BLUE,10473690,O/S,0
7098,D80654,FW25,SWEATER,BROWN,10473700,O/S,2
7099,D80654,FW25,SWEATER,GREY,10473670,O/S,1
7100,D80868,FW25,PANTS,BROWN,10498620,O/S,0
7101,D80868,FW25,PANTS,GREY,10498630,O/S,0
7102,D80869,FW25,SWEATER,PINK/BROWN,10496100,O/S,0
7103,D80965,FW25,SWEATER,BLACK,10492410,O/S,2
7104,D80965,FW25,SWEATER,BURRO,10492420,O/S,0
7105,D80980,FW25,SWEATER,BEIGE,10495000,O/S,0
7106,D80980,FW25,SWEATER,BROWN,10495020,O/S,0
7107,D80980,FW25,SWEATER,GREY,10495010,O/S,0
7108,D81006,FW25,SWEATER,BLACK,10495090,O/S,0
7109,D81071APP1,FW25,SWEATER,BROWN/PINK,10495100,O/S,0
7110,D81108,FW25,SWEATER,BROWN,10498600,O/S,0
7111,D81108,FW25,SWEATER,GREY,10498610,O/S,0
7112,D82076,FW25,SWEATER,PURPLE,10495110,O/S,0
7113,FE3115,FW25,JACKET,BLACK,10495260,O/S,0
7114,FF821,FW25,JACKET,BROWN,10498460,XXS,0
7115,FF821,FW25,JACKET,BROWN,10498461,XS,0
7116,FF821,FW25,JACKET,BROWN,10498462,S,0
7117,FF821,FW25,JACKET,BROWN,10498463,M,0
7118,FF821,FW25,JACKET,BROWN,10498464,L,0
7119,FF821,FW25,JACKET,BROWN,10498465,XL,0
7120,FF821,FW25,JACKET,BROWN,10498466,2XL,0
7121,FF821,FW25,JACKET,BROWN,10498467,3XL,0
7122,GIANNAC,FW25,BLOUSE,BLUE,10438160,XXS,0
7123,GIANNAC,FW25,BLOUSE,BLUE,10438161,XS,0
7124,GIANNAC,FW25,BLOUSE,BLUE,10438162,S,0
7125,GIANNAC,FW25,BLOUSE,BLUE,10438163,M,0
7126,GIANNAC,FW25,BLOUSE,BLUE,10438164,L,0
7127,GIANNAC,FW25,BLOUSE,BLUE,10438165,XL,0
7128,GIANNAC,FW25,BLOUSE,BLUE,10438166,2XL,0
7129,GIANNAC,FW25,BLOUSE,BLUE,10438167,3XL,0
7130,H26071M,FW25,SWEATER,GREY,10496900,O/S,0
7131,HN437,FW25,COAT,CAMEL,10477710,XXS,0
7132,HN437,FW25,COAT,CAMEL,10477711,XS,0
7133,HN437,FW25,COAT,CAMEL,10477712,S,0
7134,HN437,FW25,COAT,CAMEL,10477713,M,0
7135,HN437,FW25,COAT,CAMEL,10477714,L,0
7136,HN437,FW25,COAT,CAMEL,10477715,XL,0
7137,HN437,FW25,COAT,CAMEL,10477716,2XL,0
7138,HN437,FW25,COAT,CAMEL,10477717,3XL,0
7139,I24HLM172,FW25,CARDIGAN,BEIGE,10433880,O/S,0
7140,I25AI730,FW25,SWEATER,BLACK,10482850,O/S,0
7141,I25AI730,FW25,SWEATER,BURGUNDY,10482860,O/S,0
7142,I25AI730,FW25,SWEATER,NAVY,10482880,O/S,0
7143,I25AI730,FW25,SWEATER,PINK,10482870,O/S,0
7144,I25MAC218,FW25,SWEATER,MULTI,10482890,O/S,1
7145,I25MAC219,FW25,SWEATER,MULTI,10482900,O/S,0
7146,I25WL1027,FW25,SWEATER,BLACK,10482760,O/S,0
7147,I25WL1027,FW25,SWEATER,BLUE,10482790,O/S,0
7148,I25WL1027,FW25,SWEATER,BURGUNDY,10482770,O/S,0
7149,I25WL1027,FW25,SWEATER,GREY,10482780,O/S,0
7150,I25WL1042,FW25,SWEATER,BROWN/BLUE,10492440,O/S,0
7151,I25WL1042,FW25,SWEATER,BURGUNDY/BLUE,10492430,O/S,0
7152,I25WL1042,FW25,SWEATER,GREY,10482800,O/S,0
7153,I25WL1043,FW25,SWEATER,CAMEL,10482810,O/S,0
7154,I25WL1048,FW25,SWEATER,BROWN/PINK,10482830,O/S,0
7155,I25WL519,FW25,SWEATER,BLACK,10495150,O/S,0
7156,I25WL519,FW25,SWEATER,BORDEAUX,10495130,O/S,0
7157,I25WL519,FW25,SWEATER,BROWN,10495120,O/S,0
7158,I25WL519,FW25,SWEATER,CAMEL,10495140,O/S,0
7159,I25WL524,FW25,SWEATER,CAMEL,10495160,O/S,0
7160,I25WL526,FW25,SWEATER,CAMEL,10495170,O/S,0
7161,I25WL547,FW25,SWEATER,BEIGE,10495180,O/S,0
7162,I25WL547,FW25,SWEATER,Grey,10496890,O/S,0
7163,I25WL586,FW25,SWEATER,CAMEL,10495430,O/S,0
7164,I25WL787,FW25,SWEATER,BLACK,10495060,O/S,0
7165,I25WL787,FW25,SWEATER,CREAM,10495070,O/S,0
7166,I25WL9437,FW25,SWEATER,BLACK,10482840,O/S,0
7167,I25WL9437,FW25,SWEATER,GREY,10483250,O/S,0
7168,I25WL9557,FW25,JACKET,CAMEL,10482930,O/S,0
7169,M2900WSA706,FW25,TOP,BEIGE,10475730,O/S,0
7170,M2900WSA706,FW25,TOP,BLACK,10473610,O/S,0
7171,M6320WSA706,FW25,TOP,BEIGE,10473620,O/S,0
7172,M6320WSA706,FW25,TOP,BLACK,10473630,O/S,1
7173,M6320WSA706,FW25,TOP,GREY,10473640,O/S,1
7174,M6440T57BAS,FW25,TOP,BLACK,10473570,O/S,0
7175,M6442T57BAS,FW25,TOP,BLACK,10473580,O/S,0
7176,M6442T57BAS,FW25,TOP,GREY,10473590,O/S,0
7177,M6442WSA706,FW25,TOP,BLACK,10473600,O/S,1
7178,M6496,FW25,TOP,BEIGE,10476470,O/S,0
7179,MORION,FW25,JACKET,CAMEL,10441570,XXS,0
7180,MORION,FW25,JACKET,CAMEL,10441571,XS,0
7181,MORION,FW25,JACKET,CAMEL,10441572,S,0
7182,MORION,FW25,JACKET,CAMEL,10441573,M,0
7183,MORION,FW25,JACKET,CAMEL,10441574,L,0
7184,MORION,FW25,JACKET,CAMEL,10441575,XL,0
7185,MORION,FW25,JACKET,CAMEL,10441576,2XL,0
7186,MORION,FW25,JACKET,CAMEL,10441577,3XL,0
7187,N50310MO,FW25,SKIRT,BLACK,10492500,XXS,0
7188,N50310MO,FW25,SKIRT,BLACK,10492501,XS,0
7189,N50310MO,FW25,SKIRT,BLACK,10492502,S,0
7190,N50310MO,FW25,SKIRT,BLACK,10492503,M,0
7191,N50310MO,FW25,SKIRT,BLACK,10492504,L,0
7192,N50310MO,FW25,SKIRT,BLACK,10492505,XL,0
7193,N50310MO,FW25,SKIRT,BLACK,10492506,2XL,0
7194,N50310MO,FW25,SKIRT,BLACK,10492507,3XL,0
7195,NQ645,FW25,TOP,BORDEAUX,10498190,XXS,0
7196,NQ645,FW25,TOP,BORDEAUX,10498191,XS,0
7197,NQ645,FW25,TOP,BORDEAUX,10498192,S,0
7198,NQ645,FW25,TOP,BORDEAUX,10498193,M,0
7199,NQ645,FW25,TOP,BORDEAUX,10498194,L,0
7200,NQ645,FW25,TOP,BORDEAUX,10498195,XL,0
7201,NQ645,FW25,TOP,BORDEAUX,10498196,2XL,0
7202,NQ645,FW25,TOP,BORDEAUX,10498197,3XL,0
7203,NQ645,FW25,TOP,CREAM,10498200,XXS,0
7204,NQ645,FW25,TOP,CREAM,10498201,XS,0
7205,NQ645,FW25,TOP,CREAM,10498202,S,0
7206,NQ645,FW25,TOP,CREAM,10498203,M,0
7207,NQ645,FW25,TOP,CREAM,10498204,L,0
7208,NQ645,FW25,TOP,CREAM,10498205,XL,0
7209,NQ645,FW25,TOP,CREAM,10498206,2XL,0
7210,NQ645,FW25,TOP,CREAM,10498207,3XL,0
7211,PA5405,FW25,PANTS,BLACK,10499190,XXS,0
7212,PA5405,FW25,PANTS,BLACK,10499191,XS,0
7213,PA5405,FW25,PANTS,BLACK,10499192,S,0
7214,PA5405,FW25,PANTS,BLACK,10499193,M,0
7215,PA5405,FW25,PANTS,BLACK,10499194,L,0
7216,PA5405,FW25,PANTS,BLACK,10499195,XL,0
7217,PA5405,FW25,PANTS,BLACK,10499196,2XL,0
7218,PA5405,FW25,PANTS,BLACK,10499197,3XL,0
7219,PA5405,FW25,PANTS,BROWN,10499200,XXS,0
7220,PA5405,FW25,PANTS,BROWN,10499201,XS,0
7221,PA5405,FW25,PANTS,BROWN,10499202,S,0
7222,PA5405,FW25,PANTS,BROWN,10499203,M,0
7223,PA5405,FW25,PANTS,BROWN,10499204,L,0
7224,PA5405,FW25,PANTS,BROWN,10499205,XL,0
7225,PA5405,FW25,PANTS,BROWN,10499206,2XL,0
7226,PA5405,FW25,PANTS,BROWN,10499207,3XL,0
7227,PA5405,FW25,PANTS,MILITARY,10499210,XXS,0
7228,PA5405,FW25,PANTS,MILITARY,10499211,XS,0
7229,PA5405,FW25,PANTS,MILITARY,10499212,S,0
7230,PA5405,FW25,PANTS,MILITARY,10499213,M,0
7231,PA5405,FW25,PANTS,MILITARY,10499214,L,0
7232,PA5405,FW25,PANTS,MILITARY,10499215,XL,0
7233,PA5405,FW25,PANTS,MILITARY,10499216,2XL,0
7234,PA5405,FW25,PANTS,MILITARY,10499217,3XL,0
7235,PA9299,FW25,JACKET,BLACK,10492650,O/S,0
7236,PA9299,FW25,JACKET,BROWN,10492660,O/S,0
7237,PA9299,FW25,JACKET,BURRO,10492490,O/S,0
7238,PA9301,FW25,SWEATER,BLACK,10492450,O/S,0
7239,PA9367,FW25,SWEATER,BLACK,10496090,O/S,0
7240,PA9369,FW25,SWEATER,BLACK,10495230,O/S,0
7241,PA9369,FW25,SWEATER,BROWN,10495240,O/S,1
7242,PR180,FW25,DRESS,BLACK,10501360,XXS,0
7243,PR180,FW25,DRESS,BLACK,10501361,XS,0
7244,PR180,FW25,DRESS,BLACK,10501362,S,0
7245,PR180,FW25,DRESS,BLACK,10501363,M,0
7246,PR180,FW25,DRESS,BLACK,10501364,L,0
7247,PR180,FW25,DRESS,BLACK,10501365,XL,0
7248,PR180,FW25,DRESS,BLACK,10501366,2XL,0
7249,PR180,FW25,DRESS,BLACK,10501367,3XL,0
7250,RP1029,FW25,BLOUSE,BROWN,10492370,XXS,0
7251,RP1029,FW25,BLOUSE,BROWN,10492371,XS,0
7252,RP1029,FW25,BLOUSE,BROWN,10492372,S,0
7253,RP1029,FW25,BLOUSE,BROWN,10492373,M,0
7254,RP1029,FW25,BLOUSE,BROWN,10492374,L,0
7255,RP1029,FW25,BLOUSE,BROWN,10492375,XL,0
7256,RP1029,FW25,BLOUSE,BROWN,10492376,2XL,0
7257,RP1029,FW25,BLOUSE,BROWN,10492377,3XL,0
7258,RP1030,FW25,SKIRT,BROWN,10492690,XXS,0
7259,RP1030,FW25,SKIRT,BROWN,10492691,XS,0
7260,RP1030,FW25,SKIRT,BROWN,10492692,S,1
7261,RP1030,FW25,SKIRT,BROWN,10492693,M,1
7262,RP1030,FW25,SKIRT,BROWN,10492694,L,0
7263,RP1030,FW25,SKIRT,BROWN,10492695,XL,0
7264,RP1030,FW25,SKIRT,BROWN,10492696,2XL,0
7265,RP1030,FW25,SKIRT,BROWN,10492697,3XL,0
7266,RP958,FW25,SKIRT,BROWN,10492680,XXS,0
7267,RP958,FW25,SKIRT,BROWN,10492681,XS,0
7268,RP958,FW25,SKIRT,BROWN,10492682,S,0
7269,RP958,FW25,SKIRT,BROWN,10492683,M,0
7270,RP958,FW25,SKIRT,BROWN,10492684,L,0
7271,RP958,FW25,SKIRT,BROWN,10492685,XL,0
7272,RP958,FW25,SKIRT,BROWN,10492686,2XL,0
7273,RP958,FW25,SKIRT,BROWN,10492687,3XL,0
7274,S25C441,FW25,BLOUSE,BLUE,10499280,XXS,0
7275,S25C441,FW25,BLOUSE,BLUE,10499281,XS,0
7276,S25C441,FW25,BLOUSE,BLUE,10499282,S,0
7277,S25C441,FW25,BLOUSE,BLUE,10499283,M,0
7278,S25C441,FW25,BLOUSE,BLUE,10499284,L,0
7279,S25C441,FW25,BLOUSE,BLUE,10499285,XL,0
7280,S25C441,FW25,BLOUSE,BLUE,10499286,2XL,0
7281,S25C441,FW25,BLOUSE,BLUE,10499287,3XL,0
7282,SS1006,FW25,SKIRT,MULTI,10498220,XXS,0
7283,SS1006,FW25,SKIRT,MULTI,10498221,XS,0
7284,SS1006,FW25,SKIRT,MULTI,10498222,S,0
7285,SS1006,FW25,SKIRT,MULTI,10498223,M,0
7286,SS1006,FW25,SKIRT,MULTI,10498224,L,0
7287,SS1006,FW25,SKIRT,MULTI,10498225,XL,0
7288,SS1006,FW25,SKIRT,MULTI,10498226,2XL,0
7289,SS1006,FW25,SKIRT,MULTI,10498227,3XL,0
7290,SS1020,FW25,BLOUSE,MULTI,10495050,XXS,0
7291,SS1020,FW25,BLOUSE,MULTI,10495051,XS,0
7292,SS1020,FW25,BLOUSE,MULTI,10495052,S,0
7293,SS1020,FW25,BLOUSE,MULTI,10495053,M,0
7294,SS1020,FW25,BLOUSE,MULTI,10495054,L,0
7295,SS1020,FW25,BLOUSE,MULTI,10495055,XL,0
7296,SS1020,FW25,BLOUSE,MULTI,10495056,2XL,0
7297,SS1020,FW25,BLOUSE,MULTI,10495057,3XL,0
7298,SVE29008G,FW25,CAPE,BROWN,10482950,O/S,0
7299,T20019MO,FW25,TOP,CAMEL,10477530,XXS,0
7300,T20019MO,FW25,TOP,CAMEL,10477531,XS,0
7301,T20019MO,FW25,TOP,CAMEL,10477532,S,0
7302,T20019MO,FW25,TOP,CAMEL,10477533,M,0
7303,T20019MO,FW25,TOP,CAMEL,10477534,L,0
7304,T20019MO,FW25,TOP,CAMEL,10477535,XL,0
7305,T20019MO,FW25,TOP,CAMEL,10477536,2XL,0
7306,T20019MO,FW25,TOP,CAMEL,10477537,3XL,0
7307,T20019MO,FW25,TOP,WHITE,10477520,XXS,0
7308,T20019MO,FW25,TOP,WHITE,10477521,XS,0
7309,T20019MO,FW25,TOP,WHITE,10477522,S,0
7310,T20019MO,FW25,TOP,WHITE,10477523,M,0
7311,T20019MO,FW25,TOP,WHITE,10477524,L,0
7312,T20019MO,FW25,TOP,WHITE,10477525,XL,0
7313,T20019MO,FW25,TOP,WHITE,10477526,2XL,0
7314,T20019MO,FW25,TOP,WHITE,10477527,3XL,0
7315,T50094MO,FW25,TOP,BLACK,10492350,XXS,0
7316,T50094MO,FW25,TOP,BLACK,10492351,XS,0
7317,T50094MO,FW25,TOP,BLACK,10492352,S,0
7318,T50094MO,FW25,TOP,BLACK,10492353,M,0
7319,T50094MO,FW25,TOP,BLACK,10492354,L,0
7320,T50094MO,FW25,TOP,BLACK,10492355,XL,0
7321,T50094MO,FW25,TOP,BLACK,10492356,2XL,0
7322,T50094MO,FW25,TOP,BLACK,10492357,3XL,0
7323,W24C312,FW25,BLOUSE,MULTI,10435570,XXS,0
7324,W24C312,FW25,BLOUSE,MULTI,10435571,XS,0
7325,W24C312,FW25,BLOUSE,MULTI,10435572,S,0
7326,W24C312,FW25,BLOUSE,MULTI,10435573,M,1
7327,W24C312,FW25,BLOUSE,MULTI,10435574,L,0
7328,W24C312,FW25,BLOUSE,MULTI,10435575,XL,0
7329,W24C312,FW25,BLOUSE,MULTI,10435576,2XL,0
7330,W24C312,FW25,BLOUSE,MULTI,10435577,3XL,0
7331,W24C765,FW25,BLOUSE,BROWN,10473550,XXS,0
7332,W24C765,FW25,BLOUSE,BROWN,10473551,XS,0
7333,W24C765,FW25,BLOUSE,BROWN,10473552,S,2
7334,W24C765,FW25,BLOUSE,BROWN,10473553,M,1
7335,W24C765,FW25,BLOUSE,BROWN,10473554,L,0
7336,W24C765,FW25,BLOUSE,BROWN,10473555,XL,0
7337,W24C765,FW25,BLOUSE,BROWN,10473556,2XL,0
7338,W24C765,FW25,BLOUSE,BROWN,10473557,3XL,0
7339,W24C997,FW25,BLOUSE,WHITE,10499360,O/S,2
7340,W24JA42,FW25,JACKET,MULTI,10473730,XXS,0
7341,W24JA42,FW25,JACKET,MULTI,10473731,XS,0
7342,W24JA42,FW25,JACKET,MULTI,10473732,S,0
7343,W24JA42,FW25,JACKET,MULTI,10473733,M,0
7344,W24JA42,FW25,JACKET,MULTI,10473734,L,0
7345,W24JA42,FW25,JACKET,MULTI,10473735,XL,0
7346,W24JA42,FW25,JACKET,MULTI,10473736,2XL,0
7347,W24JA42,FW25,JACKET,MULTI,10473737,3XL,0
7348,W24K259,FW25,COAT,TAUPE,10435630,XXS,0
7349,W24K259,FW25,COAT,TAUPE,10435631,XS,0
7350,W24K259,FW25,COAT,TAUPE,10435632,S,0
7351,W24K259,FW25,COAT,TAUPE,10435633,M,0
7352,W24K259,FW25,COAT,TAUPE,10435634,L,0
7353,W24K259,FW25,COAT,TAUPE,10435635,XL,0
7354,W24K259,FW25,COAT,TAUPE,10435636,2XL,0
7355,W24K259,FW25,COAT,TAUPE,10435637,3XL,0
7356,W25A143,FW25,DRESS,BURGUNDY,10477700,XXS,0
7357,W25A143,FW25,DRESS,BURGUNDY,10477701,XS,0
7358,W25A143,FW25,DRESS,BURGUNDY,10477702,S,0
7359,W25A143,FW25,DRESS,BURGUNDY,10477703,M,0
7360,W25A143,FW25,DRESS,BURGUNDY,10477704,L,0
7361,W25A143,FW25,DRESS,BURGUNDY,10477705,XL,0
7362,W25A143,FW25,DRESS,BURGUNDY,10477706,2XL,0
7363,W25A143,FW25,DRESS,BURGUNDY,10477707,3XL,0
7364,W25A258,FW25,DRESS,BLACK,10490460,XXS,0
7365,W25A258,FW25,DRESS,BLACK,10490461,XS,0
7366,W25A258,FW25,DRESS,BLACK,10490462,S,0
7367,W25A258,FW25,DRESS,BLACK,10490463,M,0
7368,W25A258,FW25,DRESS,BLACK,10490464,L,0
7369,W25A258,FW25,DRESS,BLACK,10490465,XL,0
7370,W25A258,FW25,DRESS,BLACK,10490466,2XL,0
7371,W25A258,FW25,DRESS,BLACK,10490467,3XL,0
7372,W25A755,FW25,DRESS,MULTI,10492470,XXS,0
7373,W25A755,FW25,DRESS,MULTI,10492471,XS,0
7374,W25A755,FW25,DRESS,MULTI,10492472,S,0
7375,W25A755,FW25,DRESS,MULTI,10492473,M,0
7376,W25A755,FW25,DRESS,MULTI,10492474,L,0
7377,W25A755,FW25,DRESS,MULTI,10492475,XL,0
7378,W25A755,FW25,DRESS,MULTI,10492476,2XL,0
7379,W25A755,FW25,DRESS,MULTI,10492477,3XL,0
7380,W25C065,FW25,BLOUSE,BLACK,10477680,O/S,0
7381,W25C268,FW25,BLOUSE,BLACK,10490480,O/S,0
7382,W25C268,FW25,BLOUSE,WHITE,10490490,O/S,0
7383,W25C284,FW25,BLOUSE,MULTI,10498380,O/S,0
7384,W25C321,FW25,BLOUSE,BLACK,10498400,XXS,0
7385,W25C321,FW25,BLOUSE,BLACK,10498401,XS,0
7386,W25C321,FW25,BLOUSE,BLACK,10498402,S,0
7387,W25C321,FW25,BLOUSE,BLACK,10498403,M,0
7388,W25C321,FW25,BLOUSE,BLACK,10498404,L,0
7389,W25C321,FW25,BLOUSE,BLACK,10498405,XL,0
7390,W25C321,FW25,BLOUSE,BLACK,10498406,2XL,0
7391,W25C321,FW25,BLOUSE,BLACK,10498407,3XL,0
7392,W25C321,FW25,BLOUSE,BROWN,10498390,XXS,0
7393,W25C321,FW25,BLOUSE,BROWN,10498391,XS,0
7394,W25C321,FW25,BLOUSE,BROWN,10498392,S,0
7395,W25C321,FW25,BLOUSE,BROWN,10498393,M,0
7396,W25C321,FW25,BLOUSE,BROWN,10498394,L,0
7397,W25C321,FW25,BLOUSE,BROWN,10498395,XL,0
7398,W25C321,FW25,BLOUSE,BROWN,10498396,2XL,0
7399,W25C321,FW25,BLOUSE,BROWN,10498397,3XL,0
7400,W25C321,FW25,BLOUSE,CREAM,10477690,XXS,0
7401,W25C321,FW25,BLOUSE,CREAM,10477691,XS,0
