Sr,STYLE,SEASON,CATEGORY,COLOUR,SKU,SIZE,QTY
6530,3M0343,FW25,CARDIGAN,CREAM/BLACK,10475740,O/S,0
6531,3M0345,FW25,SWEATER,BLACK,10475750,O/S,2
6532,3M0345,FW25,SWEATER,BROWN,10475760,O/S,0
6533,3M0381,FW25,SWEATER,BLACK/SILVER,10475830,O/S,2
6534,3M0582N,FW25,CARDIGAN,CREAM,10475780,O/S,0
6535,3M0800CN,FW25,SWEATER,BLACK,10479630,O/S,1
6536,3M0800CN,FW25,SWEATER,BURGUNDY,10492320,O/S,0
6537,3M0800CN,FW25,SWEATER,TAUPE,10479620,O/S,2
6538,3M0808CN,FW25,SWEATER,BLACK,10479740,O/S,0
6539,3M0808CN,FW25,SWEATER,BROWN,10479750,O/S,0
6540,3M0811CN,FW25,SWEATER,BLACK,10479820,O/S,0
6541,3M0811CN,FW25,SWEATER,BROWN,10479810,O/S,0
6542,3M0815CN,FW25,SWEATER,BLACK,10479800,O/S,0
6543,3M0815CN,FW25,SWEATER,BURGUNDY,10479880,O/S,0
6544,3M0815CN,FW25,SWEATER,NAVY,10483730,O/S,0
6545,3M0816CN,FW25,SWEATER,BLACK,10479780,O/S,2
6546,3M0816CN,FW25,SWEATER,BROWN,10479790,O/S,0
6547,3M0821CN,FW25,SWEATER,BISCOTTI,10479890,O/S,0
6548,3M0821CN,FW25,SWEATER,BLACK,10479720,O/S,0
6549,3M0821CN,FW25,SWEATER,BROWN,10479730,O/S,0
6550,3M0823CN,FW25,SWEATER,BEIGE,10479710,O/S,0
6551,3M0823CN,FW25,SWEATER,BLACK,10479690,O/S,0
6552,3M0823CN,FW25,SWEATER,BROWN,10479700,O/S,0
6553,3M0824CN,FW25,SWEATER,BLACK,10496610,O/S,0
6554,3M0824CN,FW25,SWEATER,BURGUNDI,10496570,O/S,0
6555,3M0824CN,FW25,SWEATER,IVORY,10496590,O/S,0
6556,3M0824CN,FW25,SWEATER,TAUPE,10496580,O/S,0
6557,3M0824CN,FW25,SWEATER,VIOLET,10496600,O/S,0
6558,3M0825CN,FW25,SWEATER,BLACK,10479760,O/S,0
6559,3M0825CN,FW25,SWEATER,BROWN,10479770,O/S,0
6560,3M0826CN,FW25,SWEATER,BLACK,10479860,O/S,0
6561,3M0826CN,FW25,SWEATER,BROWN,10479850,O/S,1
6562,3M0830CN,FW25,SWEATER,BLACK,10479830,O/S,0
6563,3M0830CN,FW25,SWEATER,BROWN,10479840,O/S,0
6564,3M0837C,FW25,SWEATER,BLACK,10492300,O/S,0
6565,3M0837C,FW25,SWEATER,BROWN,10492310,O/S,0
6566,3M0837CN,FW25,SWEATER,BLACK,10492270,O/S,1
6567,3M0837CN,FW25,SWEATER,BROWN,10492290,O/S,0
6568,3M0837CN,FW25,SWEATER,BURGUNDY,10492280,O/S,0
6569,3M0842,FW25,SWEATER,BLACK,10496520,O/S,0
6570,3M0842,FW25,SWEATER,BLUE,10496540,O/S,0
6571,3M0842,FW25,SWEATER,IVORY,10496530,O/S,0
6572,3M0844CN,FW25,SWEATER,BLACK,10479640,O/S,0
6573,3M0844CN,FW25,SWEATER,BROWN,10479650,O/S,0
6574,3M0864,FW25,SWEATER,CAMEL,10496490,O/S,0
6575,3M0873,FW25,SWEATER,BLACK,10483670,O/S,0
6576,3M0873,FW25,SWEATER,BURGUNDY,10483660,O/S,0
6577,3M0873CN,FW25,SWEATER,CAMEL,10496550,O/S,0
6578,3M0873CN,FW25,SWEATER,VIOLET,10496560,O/S,0
6579,3M08770,FW25,SWEATER,BLACK,10496640,O/S,0
6580,3M0902,FW25,SWEATER,NAVY,10483700,O/S,0
6581,3M0903CN,FW25,SWEATER,BEIGE,10479670,O/S,0
6582,3M0903CN,FW25,SWEATER,BLACK,10479660,O/S,0
6583,3M0903CN,FW25,SWEATER,BROWN,10479680,O/S,0
6584,3M0912C,FW25,SWEATER,PINK,10496480,O/S,0
6585,3M0913C,FW25,SWEATER,BLACK,10496510,O/S,0
6586,3M0913C,FW25,SWEATER,PURPLE,10496500,O/S,0
6587,3M0993,FW25,SKIRT,BLACK,10483600,O/S,0
6588,3M0994,FW25,SWEATER,BLACK,10483690,O/S,0
6589,3M0995,FW25,SWEATER,BLACK,10483610,O/S,0
6590,3M0995,FW25,SWEATER,MILITARY,10483620,O/S,1
6591,3M0996,FW25,SWEATER,BROWN,10483680,O/S,0
6592,3M1001,FW25,SWEATER,BLACK,10483720,O/S,0
6593,3M1001,FW25,SWEATER,NAVY,10483710,O/S,0
6594,3M1002,FW25,SWEATER,BLACK,10483640,O/S,0
6595,3M1002,FW25,SWEATER,BURGUNDY,10483740,O/S,0
6596,3M1002,FW25,SWEATER,MILITARY,10483650,O/S,0
6597,3M1002,FW25,SWEATER,NAVY,10483630,O/S,0
6598,3M1067,FW25,JACKET,GREY,10496620,O/S,0
6599,3M1075,FW25,SWEATER,GREY,10496630,O/S,0
6600,3M7855,FW25,DRESS,BLACK,10500980,O/S,0
6601,3M8444,FW25,SWEATER,BORDEAUX,10501430,O/S,0
6602,FA104N,FW25,CARDIGAN,BLACK,10496460,O/S,0
6603,FA104N,FW25,CARDIGAN,BLUE,10496440,O/S,0
6604,FA104N,FW25,CARDIGAN,BROWN,10496450,O/S,0
6605,FA104N,FW25,CARDIGAN,BURGUNDY,10496710,O/S,0
6606,FA104N,FW25,CARDIGAN,CREAM,10496470,O/S,0
6607,FA105N,FW25,SWEATER,BLACK,10496650,O/S,0
6608,FA105N,FW25,SWEATER,BROWN,10496660,O/S,0
6609,FA106N,FW25,SWEATER,BLACK,10496670,O/S,0
6610,FA106N,FW25,SWEATER,BROWN,10496680,O/S,2
6611,FA108N,FW25,SWEATER,BLACK,10496390,O/S,0
6612,FA108N,FW25,SWEATER,BLUE,10496430,O/S,0
6613,FA108N,FW25,SWEATER,BROWN,10496400,O/S,0
6614,FA108N,FW25,SWEATER,PINK,10496420,O/S,0
6615,FA108N,FW25,SWEATER,WHITE,10496410,O/S,0
6616,GV102,FW25,COAT,BLACK,10496690,S/M,0
6617,GV102,FW25,COAT,BLACK,10496691,M/L,0
6618,GV102,FW25,COAT,BROWN,10496700,S/M,0
6619,GV102,FW25,COAT,BROWN,10496701,M/L,0
6620,3795062,FW25,BAG,BLACK,10488880,O/S,0
6621,5295500,FW25,HANDBAG,BROWN,10455140,O/S,0
6622,5295500,FW25,HANDBAG,CAMEL,10455100,O/S,0
6623,5295500,FW25,HANDBAG,TAN,10455130,O/S,0
6624,5295500,FW25,HANDBAG,TAUPE,10455110,O/S,0
6625,5595483,FW25,HANDBAG,BLACK,10456800,O/S,0
6626,5595483,FW25,HANDBAG,BROWN,10456790,O/S,0
6627,5595483,FW25,HANDBAG,CHOCOLATE,10456780,O/S,0
6628,6095403,FW25,HANDBAG,BLACK,10455090,O/S,1
6629,6095403,FW25,HANDBAG,BORNW,10455930,O/S,0
6630,6095403,FW25,HANDBAG,BROWN,10455340,O/S,0
6631,6095403,FW25,HANDBAG,TAN,10456050,O/S,1
6632,6095403,FW25,HANDBAG,TAUPE,10455070,O/S,0
6633,6095465,FW25,HANDBAG,BEIGE,10456240,O/S,2
6634,6095465,FW25,HANDBAG,BLACK,10457240,O/S,0
6635,6295422,FW25,HANDBAG,CAMEL,10456130,O/S,0
6636,6295423,FW25,HANDBAG,BLACK,10455000,O/S,0
6637,6295446,FW25,HANDBAG,CAMEL,10456080,O/S,0
6638,6595402,FW25,HANDBAG,BLACK,10455040,O/S,0
6639,6595402,FW25,HANDBAG,BROWN,10455170,O/S,0
6640,6595402,FW25,HANDBAG,CAPPUCCINO,10455030,O/S,0
6641,6595464,FW25,HANDBAG,BEIGE,10455160,O/S,0
6642,6595464,FW25,HANDBAG,CAMEL,10455150,O/S,1
6643,6595464,FW25,HANDBAG,CAPPUCCINO,10455010,O/S,0
6644,659546L,FW25,HANDBAG,BEIGE,10457220,O/S,0
6645,6895463,FW25,HANDBAG,BEIGE,10455120,O/S,1
6646,6895464,FW25,HANDBAG,BEIGE,10456140,O/S,0
6647,689960,FW25,BORSA,BLACK,10295130,O/S,0
6648,78409,FW25,BELT,BLACK,10489180,O/S,0
6649,78409,FW25,BELT,BROWN,10489170,O/S,0
6650,800262,FW25,BAG,BROWN,10489130,O/S,1
6651,8014130,FW25,BAG,BLACK,10489070,O/S,0
6652,8014130,FW25,BAG,BROWN,10489080,O/S,0
6653,8014130,FW25,BAG,CAMEL,10489090,O/S,0
6654,8016428,FW25,BAG,BROWN,10489000,O/S,0
6655,8017318,FW25,BAG,BLACK,10489040,O/S,0
6656,8017318,FW25,BAG,BROWN,10489050,O/S,0
6657,8017318,FW25,BAG,NAVY,10489060,O/S,0
6658,8017855,FW25,BAG,BLACK,10488830,O/S,0
6659,8017855,FW25,BAG,BORDEAUX,10488820,O/S,0
6660,8022133,FW25,BAG,BLACK,10488860,O/S,0
6661,8025011,FW25,BAG,BLACK,10488990,O/S,0
6662,8025011,FW25,BAG,BROWN,10488970,O/S,0
6663,8025011,FW25,BAG,CAMEL,10488980,O/S,0
6664,8026143,FW25,BAG,BROWN,10489140,O/S,0
6665,8027824,FW25,BAG,BEIGE,10489020,O/S,0
6666,8027824,FW25,BAG,BLACK,10489010,O/S,0
6667,8027824,FW25,BAG,ZEBRA,10489030,O/S,0
6668,8028020,FW25,BAG,BLACK,10488850,O/S,0
6669,8034520,FW25,BAG,BLACK,10488840,O/S,0
6670,8034925,FW25,BAG,BLACK,10488900,O/S,0
6671,8034925,FW25,BAG,BROWN,10488890,O/S,0
6672,8035048,FW25,BAG,BORDEAUX,10489100,O/S,0
6673,803565,FW25,BAG,BROWN,10489110,O/S,0
6674,8035952,FW25,BAG,BLACK,10488950,O/S,1
6675,8035952,FW25,BAG,COFFEE,10488960,O/S,0
6676,8036742,FW25,BAG,BLACK,10488920,O/S,1
6677,8036742,FW25,BAG,BORDEAUX,10488940,O/S,0
6678,8036742,FW25,BAG,BROWN,10488930,O/S,0
6679,8036742,FW25,BAG,CAMEL,10488910,O/S,0
6680,8036742,FW25,BAG,GREEN,10493690,O/S,0
6681,8036755,FW25,HANDBAG,BORDEAUX,10493740,O/S,0
6682,803758,FW25,BAG,BORDEAUX,10489160,O/S,0
6683,803758,FW25,BAG,TAUPE,10489150,O/S,2
6684,809368,FW25,BAG,CAMEL,10489120,O/S,0
6685,8095432,FW25,HANDBAG,BEIGE,10455060,O/S,0
6686,8095432,FW25,HANDBAG,BLACK,10455050,O/S,0
6687,95350,FW25,HANDBAG,GREY,10418260,O/S,0
6688,MC00322,FW25,BAG,BLACK,10488870,O/S,0
6689,XJ6120,FW25,HANDBAG,GREY,10418620,O/S,0
6690,C0903CNV,FW25,SHOES,MILITARY,10478990,35,0
6691,C0903CNV,FW25,SHOES,MILITARY,10478991,36,0
6692,C0903CNV,FW25,SHOES,MILITARY,10478992,37,0
6693,C0903CNV,FW25,SHOES,MILITARY,10478993,38,0
6694,C0903CNV,FW25,SHOES,MILITARY,10478994,39,0
6695,C0903CNV,FW25,SHOES,MILITARY,10478995,40,0
6696,C0903CNV,FW25,SHOES,MILITARY,10478996,41,0
6697,D3220CNN,FW25,SHOES,BLACK,10479000,32,0
6698,D3220CNN,FW25,SHOES,BLACK,10479001,36,0
6699,D3220CNN,FW25,SHOES,BLACK,10479002,37,0
6700,D3220CNN,FW25,SHOES,BLACK,10479003,38,0
6701,D3220CNN,FW25,SHOES,BLACK,10479004,39,0
6702,D3220CNN,FW25,SHOES,BLACK,10479005,40,0
6703,GC2130CN,FW25,SHOES,BLACK,10478980,32,0
6704,GC2130CN,FW25,SHOES,BLACK,10478981,36,0
6705,GC2130CN,FW25,SHOES,BLACK,10478982,37,0
6706,GC2130CN,FW25,SHOES,BLACK,10478983,38,0
6707,GC2130CN,FW25,SHOES,BLACK,10478984,39,0
6708,GC2130CN,FW25,SHOES,BLACK,10478985,40,0
6709,WB83,FW25,PANTS,BLACK,10479020,36,0
6710,WB83,FW25,PANTS,BLACK,10479021,38,0
6711,WB83,FW25,PANTS,BLACK,10479022,40,0
6712,WB83,FW25,PANTS,BLACK,10479023,42,0
6713,WB83,FW25,PANTS,BLACK,10479024,44,0
6714,WB83,FW25,PANTS,BLACK,10479025,46,0
6715,WF83,FW25,PANTS,BLACK,10479010,36,0
6716,WF83,FW25,PANTS,BLACK,10479011,38,0
6717,WF83,FW25,PANTS,BLACK,10479012,40,0
6718,WF83,FW25,PANTS,BLACK,10479013,42,0
6719,WF83,FW25,PANTS,BLACK,10479014,44,0
6720,WF83,FW25,PANTS,BLACK,10479015,46,0
6721,746FA,FW25,DRESS,N/A,10480380,O/S,0
6722,101SMI25,FW25,TOP,LEOPARD,10494940,O/S,0
6723,103M,FW25,SKIRT,MULTI,10495300,XXS,0
6724,103M,FW25,SKIRT,MULTI,10495301,XS,0
6725,103M,FW25,SKIRT,MULTI,10495302,S,2
6726,103M,FW25,SKIRT,MULTI,10495303,M,1
6727,103M,FW25,SKIRT,MULTI,10495304,L,0
6728,103M,FW25,SKIRT,MULTI,10495305,XL,0
6729,103M,FW25,SKIRT,MULTI,10495306,2XL,0
6730,103M,FW25,SKIRT,MULTI,10495307,3XL,0
6731,104M,FW25,BLOUSE,MULTI,10495030,XXS,0
6732,104M,FW25,BLOUSE,MULTI,10495031,XS,0
6733,104M,FW25,BLOUSE,MULTI,10495032,S,0
6734,104M,FW25,BLOUSE,MULTI,10495033,M,0
6735,104M,FW25,BLOUSE,MULTI,10495034,L,0
6736,104M,FW25,BLOUSE,MULTI,10495035,XL,0
6737,104M,FW25,BLOUSE,MULTI,10495036,2XL,0
6738,104M,FW25,BLOUSE,MULTI,10495037,3XL,0
6739,105M,FW25,BLOUSE,MULTI,10495040,XXS,0
6740,105M,FW25,BLOUSE,MULTI,10495041,XS,0
6741,105M,FW25,BLOUSE,MULTI,10495042,S,1
6742,105M,FW25,BLOUSE,MULTI,10495043,M,1
6743,105M,FW25,BLOUSE,MULTI,10495044,L,0
6744,105M,FW25,BLOUSE,MULTI,10495045,XL,0
6745,105M,FW25,BLOUSE,MULTI,10495046,2XL,0
6746,105M,FW25,BLOUSE,MULTI,10495047,3XL,0
6747,106M,FW25,SKIRT,MULTI,10495310,XXS,0
6748,106M,FW25,SKIRT,MULTI,10495311,XS,0
6749,106M,FW25,SKIRT,MULTI,10495312,S,1
6750,106M,FW25,SKIRT,MULTI,10495313,M,2
6751,106M,FW25,SKIRT,MULTI,10495314,L,0
6752,106M,FW25,SKIRT,MULTI,10495315,XL,0
6753,106M,FW25,SKIRT,MULTI,10495316,2XL,0
6754,106M,FW25,SKIRT,MULTI,10495317,3XL,0
6755,123PC1042,FW25,SWEATER,BLUE,10501560,O/S,0
6756,12519095G,FW25,CAPE,BROWN,10482940,O/S,0
6757,1501ZM,FW25,SCARF,BEIGE,10473740,O/S,0
6758,1501ZM,FW25,SCARF,CREAM,10473750,O/S,0
6759,1501ZM,FW25,SCARF,GREY,10473760,O/S,0
6760,190A733,FW25,DRESS,BLACK,10498440,O/S,0
6761,1988ZM,FW25,SCARF,BLACK/WHITE,10473810,O/S,0
6762,2030ZM,FW25,SCARF,BLACK,10473820,O/S,0
6763,2030ZM,FW25,SCARF,LEOPARD,10473830,O/S,0
6764,2220510,FW25,DRESS,BLACK,10501660,O/S,0
6765,2220510,FW25,DRESS,BROWN,10501200,O/S,0
6766,2230682SV,FW25,SWEATER,BEIGE,10473660,O/S,2
6767,2230682SV,FW25,SWEATER,CREAM,10473650,O/S,0
6768,225016,FW25,COAT,BLACK,10490390,XXS,0
6769,225016,FW25,COAT,BLACK,10490391,XS,0
6770,225016,FW25,COAT,BLACK,10490392,S,0
6771,225016,FW25,COAT,BLACK,10490393,M,1
6772,225016,FW25,COAT,BLACK,10490394,L,1
6773,225016,FW25,COAT,BLACK,10490395,XL,0
6774,225016,FW25,COAT,BLACK,10490396,2XL,0
6775,225016,FW25,COAT,BLACK,10490397,3XL,0
6776,225027L,FW25,PANTS,BROWN,10499180,XXS,0
6777,225027L,FW25,PANTS,BROWN,10499181,XS,0
6778,225027L,FW25,PANTS,BROWN,10499182,S,0
6779,225027L,FW25,PANTS,BROWN,10499183,M,1
6780,225027L,FW25,PANTS,BROWN,10499184,L,1
6781,225027L,FW25,PANTS,BROWN,10499185,XL,0
6782,225027L,FW25,PANTS,BROWN,10499186,2XL,0
6783,225027L,FW25,PANTS,BROWN,10499187,3XL,0
6784,225027L,FW25,PANTS,CREAM,10499160,XXS,0
6785,225027L,FW25,PANTS,CREAM,10499161,XS,0
6786,225027L,FW25,PANTS,CREAM,10499162,S,0
6787,225027L,FW25,PANTS,CREAM,10499163,M,0
6788,225027L,FW25,PANTS,CREAM,10499164,L,0
6789,225027L,FW25,PANTS,CREAM,10499165,XL,0
6790,225027L,FW25,PANTS,CREAM,10499166,2XL,0
6791,225027L,FW25,PANTS,CREAM,10499167,3XL,0
6792,225027L,FW25,PANTS,PURPLE,10499170,XXS,0
6793,225027L,FW25,PANTS,PURPLE,10499171,XS,0
6794,225027L,FW25,PANTS,PURPLE,10499172,S,0
6795,225027L,FW25,PANTS,PURPLE,10499173,M,0
6796,225027L,FW25,PANTS,PURPLE,10499174,L,0
6797,225027L,FW25,PANTS,PURPLE,10499175,XL,0
6798,225027L,FW25,PANTS,PURPLE,10499176,2XL,0
6799,225027L,FW25,PANTS,PURPLE,10499177,3XL,0
6800,225188L,FW25,SKIRT,BORDEAUX,10495320,XXS,0
6801,225188L,FW25,SKIRT,BORDEAUX,10495321,XS,0
6802,225188L,FW25,SKIRT,BORDEAUX,10495322,S,0
6803,225188L,FW25,SKIRT,BORDEAUX,10495323,M,0
6804,225188L,FW25,SKIRT,BORDEAUX,10495324,L,0
6805,225188L,FW25,SKIRT,BORDEAUX,10495325,XL,0
6806,225188L,FW25,SKIRT,BORDEAUX,10495326,2XL,0
6807,225188L,FW25,SKIRT,BORDEAUX,10495327,3XL,0
6808,2299M,FW25,SCARF,BLACK,10473770,O/S,0
6809,2299M,FW25,SCARF,BLUE,10473780,O/S,0
6810,2299M,FW25,SCARF,BROWN,10473790,O/S,1
6811,2299M,FW25,SCARF,CAMEL,10475640,O/S,0
6812,2299M,FW25,SCARF,SILVER/BLUE,10473800,O/S,1
6813,25A1027,FW25,TOP,BROWN/PINK,10494980,O/S,0
6814,25A1028,FW25,TOP,BLACK/CREAM,10494990,O/S,0
6815,25A576,FW25,SWEATER,BLACK/CREAM,10495080,O/S,0
6816,25A727,FW25,GILET,CAMEL/BROWN,10498570,O/S,0
6817,25A727,FW25,GILET,GREY/BLACK,10498580,O/S,0
6818,25A738,FW25,JACKET,BLACK/CAMEL,10495250,O/S,1
6819,26B1073,FW25,JACKET,GREY,10492480,XXS,0
6820,26B1073,FW25,JACKET,GREY,10492481,XS,0
6821,26B1073,FW25,JACKET,GREY,10492482,S,0
6822,26B1073,FW25,JACKET,GREY,10492483,M,0
6823,26B1073,FW25,JACKET,GREY,10492484,L,0
6824,26B1073,FW25,JACKET,GREY,10492485,XL,0
6825,26B1073,FW25,JACKET,GREY,10492486,2XL,0
6826,26B1073,FW25,JACKET,GREY,10492487,3XL,0
6827,26B1532,FW25,JACKET,BROWN,10499270,XXS,0
6828,26B1532,FW25,JACKET,BROWN,10499271,XS,0
6829,26B1532,FW25,JACKET,BROWN,10499272,S,0
6830,26B1532,FW25,JACKET,BROWN,10499273,M,0
6831,26B1532,FW25,JACKET,BROWN,10499274,L,0
6832,26B1532,FW25,JACKET,BROWN,10499275,XL,0
6833,26B1532,FW25,JACKET,BROWN,10499276,2XL,0
6834,26B1532,FW25,JACKET,BROWN,10499277,3XL,0
6835,26B1532,FW25,JACKET,GREY,10499260,XXS,0
6836,26B1532,FW25,JACKET,GREY,10499261,XS,0
6837,26B1532,FW25,JACKET,GREY,10499262,S,0
6838,26B1532,FW25,JACKET,GREY,10499263,M,0
6839,26B1532,FW25,JACKET,GREY,10499264,L,0
6840,26B1532,FW25,JACKET,GREY,10499265,XL,0
6841,26B1532,FW25,JACKET,GREY,10499266,2XL,0
6842,26B1532,FW25,JACKET,GREY,10499267,3XL,0
6843,26B828,FW25,JACKET,GREY,10490400,XXS,0
6844,26B828,FW25,JACKET,GREY,10490401,XS,0
6845,26B828,FW25,JACKET,GREY,10490402,S,0
6846,26B828,FW25,JACKET,GREY,10490403,M,0
6847,26B828,FW25,JACKET,GREY,10490404,L,0
6848,26B828,FW25,JACKET,GREY,10490405,XL,0
6849,26B828,FW25,JACKET,GREY,10490406,2XL,0
6850,26B828,FW25,JACKET,GREY,10490407,3XL,0
6851,26C820,FW25,BLOUSE,MULTI,10482740,XXS,0
6852,26C820,FW25,BLOUSE,MULTI,10482741,XS,0
6853,26C820,FW25,BLOUSE,MULTI,10482742,S,0
6854,26C820,FW25,BLOUSE,MULTI,10482743,M,0
6855,26C820,FW25,BLOUSE,MULTI,10482744,L,0
6856,26C820,FW25,BLOUSE,MULTI,10482745,XL,0
6857,26C820,FW25,BLOUSE,MULTI,10482746,2XL,0
6858,26C820,FW25,BLOUSE,MULTI,10482747,3XL,0
6859,26D907,FW25,GILET,MULTI,10499370,XXS,0
6860,26D907,FW25,GILET,MULTI,10499371,XS,0
6861,26D907,FW25,GILET,MULTI,10499372,S,0
6862,26D907,FW25,GILET,MULTI,10499373,M,0
6863,26D907,FW25,GILET,MULTI,10499374,L,0
6864,26D907,FW25,GILET,MULTI,10499375,XL,0
6865,26D907,FW25,GILET,MULTI,10499376,2XL,0
6866,26D907,FW25,GILET,MULTI,10499377,3XL,0
6867,26G919,FW25,SKIRT,MULTI,10499080,XXS,0
6868,26G919,FW25,SKIRT,MULTI,10499081,XS,0
6869,26G919,FW25,SKIRT,MULTI,10499082,S,0
6870,26G919,FW25,SKIRT,MULTI,10499083,M,0
6871,26G919,FW25,SKIRT,MULTI,10499084,L,0
6872,26G919,FW25,SKIRT,MULTI,10499085,XL,0
6873,26G919,FW25,SKIRT,MULTI,10499086,2XL,0
6874,26G919,FW25,SKIRT,MULTI,10499087,3XL,0
6875,26P1074,FW25,PANTS,GREY,10492330,XXS,0
6876,26P1074,FW25,PANTS,GREY,10492331,XS,0
6877,26P1074,FW25,PANTS,GREY,10492332,S,1
6878,26P1074,FW25,PANTS,GREY,10492333,M,0
6879,26P1074,FW25,PANTS,GREY,10492334,L,0
6880,26P1074,FW25,PANTS,GREY,10492335,XL,0
6881,26P1074,FW25,PANTS,GREY,10492336,2XL,0
6882,26P1074,FW25,PANTS,GREY,10492337,3XL,0
6883,26P928,FW25,PANTS,BROWN,10498140,XXS,0
6884,26P928,FW25,PANTS,BROWN,10498141,XS,0
6885,26P928,FW25,PANTS,BROWN,10498142,S,0
6886,26P928,FW25,PANTS,BROWN,10498143,M,0
6887,26P928,FW25,PANTS,BROWN,10498144,L,0
6888,26P928,FW25,PANTS,BROWN,10498145,XL,0
6889,26P928,FW25,PANTS,BROWN,10498146,2XL,0
6890,26P928,FW25,PANTS,BROWN,10498147,3XL,0
6891,36176G,FW25,JACKET,BEIGE,10441530,XXS,0
6892,36176G,FW25,JACKET,BEIGE,10441531,XS,0
6893,36176G,FW25,JACKET,BEIGE,10441532,S,0
6894,36176G,FW25,JACKET,BEIGE,10441533,M,0
6895,36176G,FW25,JACKET,BEIGE,10441534,L,0
6896,36176G,FW25,JACKET,BEIGE,10441535,XL,0
6897,36176G,FW25,JACKET,BEIGE,10441536,2XL,0
6898,36176G,FW25,JACKET,BEIGE,10441537,3XL,0
6899,36755G,FW25,PANTS,MULTI,10482710,XXS,0
6900,36755G,FW25,PANTS,MULTI,10482711,XS,0
6901,36755G,FW25,PANTS,MULTI,10482712,S,0
6902,36755G,FW25,PANTS,MULTI,10482713,M,0
6903,36755G,FW25,PANTS,MULTI,10482714,L,0
6904,36755G,FW25,PANTS,MULTI,10482715,XL,0
6905,36755G,FW25,PANTS,MULTI,10482716,2XL,0
6906,36755G,FW25,PANTS,MULTI,10482717,3XL,0
6907,37351G,FW25,BLOUSE,MULTI,10482750,XXS,0
6908,37351G,FW25,BLOUSE,MULTI,10482751,XS,0
6909,37351G,FW25,BLOUSE,MULTI,10482752,S,0
6910,37351G,FW25,BLOUSE,MULTI,10482753,M,0
6911,37351G,FW25,BLOUSE,MULTI,10482754,L,0
6912,37351G,FW25,BLOUSE,MULTI,10482755,XL,0
6913,37351G,FW25,BLOUSE,MULTI,10482756,2XL,0
6914,37351G,FW25,BLOUSE,MULTI,10482757,3XL,0
6915,37352G,FW25,DRESS,BROWN,10477780,XXS,0
6916,37352G,FW25,DRESS,BROWN,10477781,XS,0
6917,37352G,FW25,DRESS,BROWN,10477782,S,0
6918,37352G,FW25,DRESS,BROWN,10477783,M,0
6919,37352G,FW25,DRESS,BROWN,10477784,L,0
6920,37352G,FW25,DRESS,BROWN,10477785,XL,0
6921,37352G,FW25,DRESS,BROWN,10477786,2XL,0
6922,37352G,FW25,DRESS,BROWN,10477787,3XL,0
6923,374616,FW25,SKIRT,BLACK,10499040,XXS,0
6924,374616,FW25,SKIRT,BLACK,10499041,XS,0
6925,374616,FW25,SKIRT,BLACK,10499042,S,0
6926,374616,FW25,SKIRT,BLACK,10499043,M,0
6927,374616,FW25,SKIRT,BLACK,10499044,L,0
6928,374616,FW25,SKIRT,BLACK,10499045,XL,0
6929,374616,FW25,SKIRT,BLACK,10499046,2XL,0
6930,374616,FW25,SKIRT,BLACK,10499047,3XL,0
6931,374616,FW25,SKIRT,BROWN,10499030,XXS,0
6932,374616,FW25,SKIRT,BROWN,10499031,XS,0
6933,374616,FW25,SKIRT,BROWN,10499032,S,1
6934,374616,FW25,SKIRT,BROWN,10499033,M,1
6935,374616,FW25,SKIRT,BROWN,10499034,L,0
6936,374616,FW25,SKIRT,BROWN,10499035,XL,0
6937,374616,FW25,SKIRT,BROWN,10499036,2XL,0
6938,374616,FW25,SKIRT,BROWN,10499037,3XL,0
6939,374616,FW25,SKIRT,CREAM,10499050,XXS,0
6940,374616,FW25,SKIRT,CREAM,10499051,XS,0
6941,374616,FW25,SKIRT,CREAM,10499052,S,0
6942,374616,FW25,SKIRT,CREAM,10499053,M,0
6943,374616,FW25,SKIRT,CREAM,10499054,L,0
6944,374616,FW25,SKIRT,CREAM,10499055,XL,0
6945,374616,FW25,SKIRT,CREAM,10499056,2XL,0
6946,374616,FW25,SKIRT,CREAM,10499057,3XL,0
6947,37466G,FW25,TOP,BLACK,10499140,XXS,0
6948,37466G,FW25,TOP,BLACK,10499141,XS,0
6949,37466G,FW25,TOP,BLACK,10499142,S,1
6950,37466G,FW25,TOP,BLACK,10499143,M,1
6951,37466G,FW25,TOP,BLACK,10499144,L,0
6952,37466G,FW25,TOP,BLACK,10499145,XL,0
6953,37466G,FW25,TOP,BLACK,10499146,2XL,0
6954,37466G,FW25,TOP,BLACK,10499147,3XL,0
6955,37466G,FW25,TOP,BROWN,10499130,XXS,0
6956,37466G,FW25,TOP,BROWN,10499131,XS,0
6957,37466G,FW25,TOP,BROWN,10499132,S,0
6958,37466G,FW25,TOP,BROWN,10499133,M,0
6959,37466G,FW25,TOP,BROWN,10499134,L,0
6960,37466G,FW25,TOP,BROWN,10499135,XL,0
6961,37466G,FW25,TOP,BROWN,10499136,2XL,0
6962,37466G,FW25,TOP,BROWN,10499137,3XL,0
6963,37466G,FW25,TOP,CREAM,10499150,XXS,0
6964,37466G,FW25,TOP,CREAM,10499151,XS,0
6965,37466G,FW25,TOP,CREAM,10499152,S,0
6966,37466G,FW25,TOP,CREAM,10499153,M,0
6967,37466G,FW25,TOP,CREAM,10499154,L,0
6968,37466G,FW25,TOP,CREAM,10499155,XL,0
6969,37466G,FW25,TOP,CREAM,10499156,2XL,0
6970,37466G,FW25,TOP,CREAM,10499157,3XL,0
